INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,HCLTECH   ,31/05/2018,00001160.00,CE      ,00000001.75,00000001.90,00000001.30,00000001.60,000000000099400,            14700,              021,              019,       17074470.00,          22470.00
OPTSTK    ,HCLTECH   ,31/05/2018,00001180.00,CE      ,00000001.40,00000001.45,00000001.10,00000001.10,000000000049000,            16100,              023,              016,       19018685.00,          20685.00
OPTSTK    ,HCLTECH   ,31/05/2018,00001200.00,CE      ,00000001.20,00000001.40,00000001.00,00000001.10,000000000186200,            25200,              036,              028,       30269015.00,          29015.00
OPTSTK    ,HCLTECH   ,31/05/2018,00001220.00,CE      ,00000001.15,00000001.15,00000001.00,00000001.00,000000000020300,             2800,              004,              004,        3418905.00,           2905.00
OPTSTK    ,HCLTECH   ,31/05/2018,00001260.00,CE      ,00000000.90,00000000.90,00000000.90,00000000.90,000000000032200,              700,              001,              001,         882630.00,            630.00
OPTSTK    ,HCLTECH   ,31/05/2018,00001280.00,CE      ,00000000.75,00000000.75,00000000.70,00000000.75,000000000063000,             9800,              014,              012,       12551280.00,           7280.00
OPTSTK    ,HCLTECH   ,28/06/2018,00000960.00,CE      ,00000033.00,00000033.00,00000033.00,00000033.00,000000000000700,              700,              001,              001,         695100.00,          23100.00
OPTSTK    ,HCLTECH   ,28/06/2018,00001100.00,CE      ,00000005.00,00000005.00,00000005.00,00000005.00,000000000002100,             2100,              003,              002,        2320500.00,          10500.00
OPTSTK    ,HDFC      ,31/05/2018,00001700.00,PE      ,00000001.60,00000001.60,00000001.60,00000001.60,000000000000500,              500,              001,              001,         850800.00,            800.00
OPTSTK    ,HDFC      ,31/05/2018,00001780.00,PE      ,00000004.50,00000004.50,00000004.50,00000004.50,000000000027000,              500,              001,              001,         892250.00,           2250.00
OPTSTK    ,HDFC      ,31/05/2018,00001800.00,CE      ,00000119.00,00000119.00,00000119.00,00000119.00,000000000008500,             1000,              002,              002,        1919000.00,         119000.00
OPTSTK    ,HDFC      ,31/05/2018,00001800.00,PE      ,00000003.45,00000004.10,00000003.40,00000003.75,000000000076000,            46500,              093,              082,       83873350.00,         173350.00
OPTSTK    ,HDFC      ,31/05/2018,00001820.00,PE      ,00000003.95,00000005.80,00000003.95,00000005.65,000000000050000,            39500,              079,              070,       72095825.00,         205825.00
OPTSTK    ,HDFC      ,31/05/2018,00001840.00,CE      ,00000096.00,00000096.00,00000092.00,00000092.00,000000000054500,             1000,              002,              002,        1934000.00,          94000.00
OPTSTK    ,HDFC      ,31/05/2018,00001840.00,PE      ,00000005.80,00000008.70,00000004.65,00000008.05,000000000079500,            66000,              132,              112,      121954575.00,         514575.00
OPTSTK    ,HDFC      ,31/05/2018,00001850.00,CE      ,00000084.00,00000084.00,00000074.35,00000077.50,000000000007000,             2500,              005,              005,        4822000.00,         197000.00
OPTSTK    ,HDFC      ,31/05/2018,00001850.00,PE      ,00000007.00,00000010.65,00000007.00,00000009.65,000000000065500,            53000,              106,              088,       98559150.00,         509150.00
OPTSTK    ,HDFC      ,31/05/2018,00001860.00,CE      ,00000074.50,00000076.00,00000066.00,00000068.40,000000000141000,           118500,              237,              199,      228760575.00,        8350575.00
OPTSTK    ,HDFC      ,31/05/2018,00001860.00,PE      ,00000008.80,00000013.00,00000008.80,00000011.80,000000000082500,           115500,              231,              215,      216147325.00,        1317325.00
OPTSTK    ,HDFC      ,31/05/2018,00001880.00,CE      ,00000064.15,00000064.15,00000051.75,00000053.05,000000000127500,            24500,              049,              035,       47400175.00,        1340175.00
OPTSTK    ,HDFC      ,31/05/2018,00001880.00,PE      ,00000013.25,00000018.45,00000012.00,00000016.85,000000000076000,           158000,              316,              274,      299609450.00,        2569450.00
OPTSTK    ,HDFC      ,31/05/2018,00001900.00,CE      ,00000050.00,00000052.40,00000039.00,00000040.35,000000000445000,           159500,              319,              278,      309802600.00,        6752600.00
OPTSTK    ,HDFC      ,31/05/2018,00001900.00,PE      ,00000016.70,00000026.15,00000016.65,00000023.65,000000000133500,           379500,              759,              665,      729910975.00,        8860975.00
OPTSTK    ,HDFC      ,31/05/2018,00001920.00,CE      ,00000041.00,00000041.00,00000029.10,00000030.65,000000000285000,           479000,              958,              842,      935157925.00,       15477925.00
OPTSTK    ,HDFC      ,31/05/2018,00001920.00,PE      ,00000025.75,00000035.85,00000025.75,00000032.85,000000000035000,           122500,              245,              214,      239078400.00,        3878400.00
OPTSTK    ,HDFC      ,31/05/2018,00001940.00,CE      ,00000030.50,00000032.20,00000021.95,00000023.05,000000000165000,           533000,             1066,              963,     1047025050.00,       13005050.00
OPTSTK    ,HDFC      ,31/05/2018,00001940.00,PE      ,00000043.45,00000046.35,00000042.50,00000044.10,000000000017000,            18500,              037,              034,       36711250.00,         821250.00
OPTSTK    ,HDFC      ,31/05/2018,00001950.00,CE      ,00000027.00,00000027.00,00000018.80,00000019.60,000000000147500,           159500,              319,              280,      314385125.00,        3360125.00
OPTSTK    ,HDFC      ,31/05/2018,00001950.00,PE      ,00000049.75,00000054.85,00000049.50,00000051.90,000000000002500,             7500,              015,              014,       15007875.00,         382875.00
OPTSTK    ,HDFC      ,31/05/2018,00001960.00,CE      ,00000022.00,00000023.25,00000016.00,00000016.80,000000000101000,           418000,              836,              745,      826785375.00,        7505375.00
OPTSTK    ,HDFC      ,31/05/2018,00001960.00,PE      ,00000055.60,00000062.00,00000054.45,00000060.15,000000000005500,            11500,              023,              023,       23205225.00,         665225.00
OPTSTK    ,HDFC      ,31/05/2018,00001980.00,CE      ,00000016.90,00000017.10,00000011.80,00000012.20,000000000065000,           142000,              284,              253,      283036875.00,        1876875.00
OPTSTK    ,HDFC      ,31/05/2018,00002000.00,CE      ,00000012.50,00000012.85,00000008.60,00000009.05,000000000200000,           299500,              599,              496,      601941300.00,        2941300.00
OPTSTK    ,HDFC      ,31/05/2018,00002020.00,CE      ,00000009.15,00000009.40,00000006.50,00000006.80,000000000053500,            35000,              070,              065,       70962300.00,         262300.00
OPTSTK    ,HDFC      ,31/05/2018,00002020.00,PE      ,00000094.90,00000094.90,00000094.90,00000094.90,000000000001500,             1500,              003,              003,        3172350.00,         142350.00
OPTSTK    ,HDFC      ,31/05/2018,00002040.00,CE      ,00000006.75,00000006.75,00000004.70,00000005.10,000000000057500,            30000,              060,              055,       61365000.00,         165000.00
OPTSTK    ,HDFC      ,31/05/2018,00002050.00,CE      ,00000005.55,00000007.70,00000004.20,00000007.70,000000000015000,            20000,              040,              030,       41096800.00,          96800.00
OPTSTK    ,HDFC      ,31/05/2018,00002060.00,CE      ,00000004.10,00000004.25,00000003.60,00000003.95,000000000045500,            96000,              192,              183,      198136850.00,         376850.00
OPTSTK    ,HDFC      ,31/05/2018,00002080.00,CE      ,00000003.00,00000003.00,00000003.00,00000003.00,000000000024000,             1500,              003,              003,        3124500.00,           4500.00
OPTSTK    ,HDFC      ,31/05/2018,00002100.00,CE      ,00000002.50,00000002.50,00000002.00,00000002.30,000000000058000,            18000,              036,              024,       37842475.00,          42475.00
OPTSTK    ,HDFC      ,31/05/2018,00002200.00,CE      ,00000001.85,00000001.85,00000001.75,00000001.80,000000000010000,             4500,              009,              008,        9908075.00,           8075.00
OPTSTK    ,HDFC      ,28/06/2018,00001950.00,CE      ,00000039.95,00000039.95,00000039.95,00000039.95,000000000001000,             1000,              002,              001,        1989950.00,          39950.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001780.00,PE      ,00000001.20,00000001.20,00000001.05,00000001.05,000000000016500,             1500,              003,              002,        2671725.00,           1725.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001800.00,PE      ,00000001.10,00000001.30,00000001.00,00000001.30,000000000060000,            24000,              048,              019,       43226700.00,          26700.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001820.00,PE      ,00000001.70,00000001.75,00000001.65,00000001.75,000000000027000,             9000,              018,              012,       16395125.00,          15125.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001840.00,PE      ,00000002.15,00000002.60,00000002.00,00000002.30,000000000073000,            26000,              052,              035,       47899500.00,          59500.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001860.00,PE      ,00000003.20,00000003.45,00000002.90,00000003.10,000000000126500,            22500,              045,              037,       41920050.00,          70050.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001880.00,PE      ,00000004.20,00000005.30,00000004.20,00000004.50,000000000112000,            44500,              089,              071,       83867950.00,         207950.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001900.00,CE      ,00000084.35,00000090.00,00000082.50,00000090.00,000000000027000,            14000,              028,              015,       27848850.00,        1248850.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001900.00,PE      ,00000006.90,00000008.20,00000006.10,00000006.40,000000000275000,            92500,              185,              141,      176400175.00,         650175.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001920.00,CE      ,00000063.70,00000075.35,00000063.70,00000075.35,000000000078500,            10000,              020,              019,       19913675.00,         713675.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001920.00,PE      ,00000011.10,00000012.60,00000009.10,00000009.50,000000000152000,           120000,              240,              180,      231684375.00,        1284375.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001940.00,CE      ,00000055.00,00000061.70,00000049.95,00000060.65,000000000108500,            43000,              086,              070,       85829300.00,        2409300.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001940.00,PE      ,00000015.25,00000018.10,00000013.05,00000013.70,000000000164500,           255500,              511,              399,      499734525.00,        4064525.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001960.00,CE      ,00000042.10,00000047.60,00000037.60,00000046.35,000000000123500,           330000,              660,              597,      660939925.00,       14139925.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001960.00,PE      ,00000025.05,00000026.00,00000018.80,00000019.95,000000000116500,           337500,              675,              576,      669041800.00,        7541800.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001980.00,CE      ,00000029.15,00000035.80,00000027.45,00000034.75,000000000158500,           599500,             1199,             1119,     1206374025.00,       19364025.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00001980.00,PE      ,00000031.30,00000035.25,00000027.00,00000027.90,000000000086500,           205500,              411,              364,      413085100.00,        6195100.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002000.00,CE      ,00000021.85,00000026.55,00000020.05,00000025.55,000000000493000,           955000,             1910,             1620,     1933048875.00,       23048875.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002000.00,PE      ,00000045.65,00000047.65,00000036.75,00000037.85,000000000017500,            19000,              038,              027,       38748375.00,         748375.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002020.00,CE      ,00000016.60,00000018.80,00000014.25,00000018.05,000000000183000,           274000,              548,              441,      558210300.00,        4730300.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002020.00,PE      ,00000055.00,00000055.00,00000049.75,00000049.90,000000000001500,             2500,              005,              005,        5178800.00,         128800.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002040.00,CE      ,00000011.85,00000013.65,00000010.00,00000012.70,000000000283500,           212500,              425,              336,      436074675.00,        2574675.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002060.00,CE      ,00000007.95,00000009.70,00000007.30,00000008.75,000000000095500,            58000,              116,              104,      119975950.00,         495950.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002080.00,CE      ,00000005.05,00000006.80,00000005.05,00000005.95,000000000082500,            42000,              084,              073,       87606000.00,         246000.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002100.00,CE      ,00000004.70,00000004.90,00000003.70,00000004.15,000000000223500,           118000,              236,              190,      248294575.00,         494575.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002120.00,CE      ,00000002.75,00000003.50,00000002.75,00000002.95,000000000017500,            12500,              025,              021,       26536850.00,          36850.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002140.00,CE      ,00000002.70,00000002.75,00000001.90,00000001.95,000000000051000,            83000,              166,              113,      177800275.00,         180275.00
OPTSTK    ,HDFCBANK  ,31/05/2018,00002200.00,CE      ,00000001.75,00000001.75,00000001.60,00000001.70,000000000091500,             5500,              011,              009,       12109475.00,           9475.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003400.00,PE      ,00000011.40,00000011.40,00000009.80,00000010.40,000000000015000,             6400,              032,              024,       21828190.00,          68190.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003500.00,PE      ,00000024.50,00000026.65,00000020.95,00000023.40,000000000023000,            12800,              064,              055,       45104730.00,         304730.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003550.00,PE      ,00000033.90,00000036.00,00000032.40,00000034.30,000000000007600,             3400,              017,              016,       12185850.00,         115850.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003600.00,CE      ,00000123.00,00000123.00,00000117.25,00000119.15,000000000002200,             1000,              005,              005,        3721060.00,         121060.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003600.00,PE      ,00000048.00,00000056.80,00000046.30,00000050.45,000000000028200,            34200,              171,              144,      124848720.00,        1728720.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003650.00,CE      ,00000108.15,00000108.15,00000091.10,00000095.20,000000000007000,             4200,              021,              019,       15741890.00,         411890.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003650.00,PE      ,00000070.00,00000078.60,00000066.35,00000071.35,000000000018000,             9800,              049,              042,       36469790.00,         699790.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003700.00,CE      ,00000072.55,00000080.60,00000064.50,00000070.25,000000000053000,            33200,              166,              161,      125249530.00,        2409530.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003700.00,PE      ,00000092.00,00000102.60,00000090.00,00000097.10,000000000016200,             7000,              035,              035,       26565260.00,         665260.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003750.00,CE      ,00000053.25,00000059.00,00000047.35,00000051.20,000000000026800,            40600,              203,              191,      154358700.00,        2108700.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003750.00,PE      ,00000127.50,00000132.05,00000127.50,00000132.05,000000000004400,              400,              002,              002,        1551910.00,          51910.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003800.00,CE      ,00000039.35,00000044.95,00000034.00,00000036.95,000000000080400,            49200,              246,              226,      188890140.00,        1930140.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003850.00,CE      ,00000028.10,00000031.00,00000025.00,00000026.90,000000000044400,            18600,              093,              077,       72140080.00,         530080.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003900.00,CE      ,00000021.60,00000022.75,00000017.05,00000019.05,000000000082600,            55000,              275,              262,      215575800.00,        1075800.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00003950.00,CE      ,00000017.00,00000017.00,00000013.15,00000013.85,000000000013200,             2400,              012,              009,        9514580.00,          34580.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00004000.00,CE      ,00000012.00,00000012.25,00000008.95,00000010.20,000000000085200,            48200,              241,              202,      193298270.00,         498270.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00004050.00,CE      ,00000004.35,00000007.30,00000004.35,00000007.20,000000000007600,              600,              003,              003,        2433770.00,           3770.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00004100.00,CE      ,00000006.65,00000006.65,00000004.75,00000005.40,000000000015800,             2400,              012,              010,        9853380.00,          13380.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00004150.00,CE      ,00000004.30,00000004.35,00000003.50,00000003.50,000000000003000,             1600,              008,              005,        6646710.00,           6710.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00004200.00,CE      ,00000002.90,00000002.90,00000002.90,00000002.90,000000000012200,              200,              001,              001,         840580.00,            580.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00004250.00,CE      ,00000003.00,00000003.00,00000002.45,00000002.55,000000000003200,             1200,              006,              006,        5103330.00,           3330.00
OPTSTK    ,HEROMOTOCO,31/05/2018,00004400.00,CE      ,00000002.40,00000002.40,00000000.25,00000001.50,000000000012200,             4800,              024,              007,       21124140.00,           4140.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000280.00,PE      ,00000001.00,00000001.00,00000001.00,00000001.00,000000000001500,             1500,              001,              001,         421500.00,           1500.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000290.00,PE      ,00000001.00,00000001.00,00000001.00,00000001.00,000000000001500,             1500,              001,              001,         436500.00,           1500.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000300.00,PE      ,00000001.65,00000002.90,00000001.25,00000002.10,000000000081000,           243000,              162,              157,       73397925.00,         497925.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000310.00,PE      ,00000003.05,00000003.05,00000002.50,00000003.00,000000000004500,             9000,              006,              006,        2815800.00,          25800.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000320.00,PE      ,00000003.00,00000005.60,00000002.50,00000004.00,000000000079500,           321000,              214,              210,      103953000.00,        1233000.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000330.00,PE      ,00000003.05,00000007.50,00000003.05,00000005.80,000000000067500,           108000,              072,              058,       36277800.00,         637800.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000340.00,PE      ,00000004.00,00000009.90,00000003.95,00000007.30,000000000168000,          1024500,              683,              653,      355713375.00,        7383375.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000360.00,PE      ,00000003.00,00000016.70,00000003.00,00000012.75,000000000420000,          3372000,             2248,             2086,     1251944925.00,       38024925.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000370.00,CE      ,00000056.00,00000056.00,00000023.00,00000025.15,000000000025500,            34500,              023,              018,       13718325.00,         953325.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000370.00,PE      ,00000012.00,00000021.25,00000010.65,00000016.35,000000000063000,           294000,              196,              190,      113479275.00,        4699275.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000380.00,CE      ,00000020.05,00000023.70,00000016.50,00000018.50,000000000190500,           573000,              382,              351,      228445425.00,       10705425.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000380.00,PE      ,00000005.00,00000026.50,00000005.00,00000021.05,000000000412500,          3732000,             2488,             2261,     1480688175.00,       62528175.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000390.00,CE      ,00000022.00,00000022.00,00000012.30,00000014.45,000000000108000,           732000,              488,              473,      296743275.00,       11263275.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000390.00,PE      ,00000009.10,00000032.00,00000009.10,00000026.60,000000000064500,           427500,              285,              276,      177053550.00,       10328550.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000400.00,CE      ,00000026.25,00000026.25,00000009.40,00000011.15,000000000543000,          2514000,             1676,             1590,     1036932000.00,       31332000.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000400.00,PE      ,00000011.10,00000038.85,00000009.85,00000032.90,000000000145500,          1657500,             1105,             1060,      701687100.00,       38687100.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000410.00,CE      ,00000022.00,00000022.00,00000007.00,00000008.30,000000000262500,          1515000,             1010,              958,      636163425.00,       15013425.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000410.00,PE      ,00000015.00,00000044.30,00000015.00,00000041.60,000000000055500,           349500,              233,              219,      153342525.00,       10047525.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000420.00,CE      ,00000017.90,00000017.90,00000005.25,00000006.20,000000000547500,          2551500,             1701,             1540,     1091974125.00,       20344125.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000420.00,PE      ,00000019.65,00000054.70,00000019.65,00000047.95,000000000049500,           345000,              230,              220,      156481950.00,       11581950.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000430.00,CE      ,00000012.65,00000014.55,00000003.90,00000004.60,000000000331500,          1368000,              912,              847,      597102600.00,        8862600.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000430.00,PE      ,00000024.00,00000056.25,00000024.00,00000054.30,000000000045000,           151500,              101,              094,       71042550.00,        5897550.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000440.00,CE      ,00000011.35,00000011.35,00000002.90,00000003.50,000000000420000,          1477500,              985,              932,      657425250.00,        7325250.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000440.00,PE      ,00000033.25,00000069.35,00000031.15,00000065.50,000000000027000,           111000,              074,              073,       54794400.00,        5954400.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000450.00,CE      ,00000009.85,00000009.85,00000002.40,00000002.85,000000000619500,          2089500,             1393,             1333,      948308775.00,        8033775.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000450.00,PE      ,00000043.45,00000057.65,00000043.45,00000057.65,000000000012000,             9000,              006,              006,        4480875.00,         430875.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000460.00,CE      ,00000009.00,00000009.95,00000001.85,00000002.25,000000000774000,          1822500,             1215,             1095,      843990975.00,        5640975.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000470.00,CE      ,00000005.15,00000005.40,00000001.45,00000001.65,000000000190500,           655500,              437,              395,      309636750.00,        1551750.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000480.00,CE      ,00000005.00,00000005.00,00000001.20,00000001.35,000000000117000,           504000,              336,              290,      242847825.00,         927825.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000490.00,CE      ,00000005.00,00000005.00,00000001.05,00000001.15,000000000039000,           100500,              067,              064,       49404975.00,         159975.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000500.00,CE      ,00000003.10,00000003.10,00000000.90,00000000.95,000000000328500,           534000,              356,              312,      267645675.00,         645675.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000510.00,CE      ,00000002.00,00000002.00,00000000.55,00000000.60,000000000015000,            69000,              046,              045,       35255025.00,          65025.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000520.00,CE      ,00000001.00,00000001.25,00000000.45,00000000.50,000000000049500,            66000,              044,              040,       34368225.00,          48225.00
OPTSTK    ,HEXAWARE  ,31/05/2018,00000530.00,CE      ,00000000.50,00000000.60,00000000.40,00000000.40,000000000015000,            12000,              008,              008,        6365850.00,           5850.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000185.00,PE      ,00000000.40,00000000.45,00000000.40,00000000.40,000000000059500,            45500,              013,              005,        8435875.00,          18375.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000190.00,PE      ,00000000.60,00000000.85,00000000.60,00000000.65,000000000098000,            63000,              018,              018,       12015675.00,          45675.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000195.00,PE      ,00000000.85,00000001.25,00000000.85,00000000.95,000000000129500,            77000,              022,              018,       15097075.00,          82075.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000200.00,PE      ,00000001.35,00000001.90,00000001.20,00000001.40,000000000717500,           490000,              140,              114,       98771750.00,         771750.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000205.00,PE      ,00000001.95,00000002.70,00000001.85,00000001.90,000000000161000,           133000,              038,              035,       27570025.00,         305025.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000210.00,CE      ,00000022.20,00000024.90,00000022.20,00000024.90,000000000014000,            10500,              003,              003,        2448950.00,         243950.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000210.00,PE      ,00000002.95,00000003.80,00000002.70,00000002.85,000000000556500,           780500,              223,              184,      166422550.00,        2517550.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000215.00,PE      ,00000003.90,00000005.20,00000003.60,00000003.95,000000000178500,           584500,              167,              153,      128266250.00,        2598750.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000220.00,CE      ,00000016.00,00000018.30,00000015.85,00000018.10,000000000129500,            94500,              027,              021,       22408225.00,        1618225.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000220.00,PE      ,00000005.65,00000006.95,00000005.05,00000005.40,000000000896000,          1757000,              502,              433,      396818450.00,       10278450.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000225.00,CE      ,00000012.70,00000015.30,00000012.50,00000014.65,000000000063000,           105000,              030,              029,       25012225.00,        1387225.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000225.00,PE      ,00000007.40,00000009.05,00000006.75,00000007.25,000000000371000,          1200500,              343,              330,      279696375.00,        9583875.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000230.00,CE      ,00000010.70,00000012.90,00000009.95,00000011.85,000000000861000,          1592500,              455,              411,      383654075.00,       17379075.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000230.00,PE      ,00000009.75,00000011.55,00000008.80,00000009.35,000000000819000,          1487500,              425,              403,      357357700.00,       15232700.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000235.00,CE      ,00000009.65,00000010.15,00000007.90,00000009.40,000000000584500,          1662500,              475,              450,      405446475.00,       14758975.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000235.00,PE      ,00000012.25,00000014.20,00000011.40,00000012.00,000000000266000,           262500,              075,              074,       65003050.00,        3315550.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000240.00,CE      ,00000007.00,00000008.10,00000006.15,00000007.40,000000001505000,          2632000,              752,              665,      650031725.00,       18351725.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000240.00,PE      ,00000014.80,00000017.25,00000014.75,00000014.85,000000000479500,           112000,              032,              032,       28651525.00,        1771525.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000245.00,CE      ,00000005.35,00000006.25,00000004.75,00000005.75,000000000385000,           668500,              191,              177,      167366150.00,        3583650.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000245.00,PE      ,00000018.15,00000021.10,00000018.15,00000018.50,000000000056000,            84000,              024,              024,       22209600.00,        1629600.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000250.00,CE      ,00000003.95,00000004.80,00000003.60,00000004.40,000000001347500,          1729000,              494,              450,      439429025.00,        7179025.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000250.00,PE      ,00000022.60,00000025.00,00000022.00,00000022.00,000000000231000,            24500,              007,              007,        6699000.00,         574000.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000255.00,CE      ,00000003.05,00000003.65,00000002.75,00000003.30,000000000353500,           490000,              140,              128,      126479150.00,        1529150.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000255.00,PE      ,00000025.70,00000025.70,00000025.70,00000025.70,000000000056000,             3500,              001,              001,         982450.00,          89950.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000260.00,CE      ,00000002.25,00000002.75,00000002.05,00000002.55,000000001179500,           787500,              225,              217,      206586625.00,        1836625.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000265.00,CE      ,00000001.60,00000001.95,00000001.60,00000001.85,000000000248500,           140000,              040,              040,       37342550.00,         242550.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000270.00,CE      ,00000001.10,00000001.50,00000001.05,00000001.40,000000001396500,           556500,              159,              146,      150996825.00,         741825.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000275.00,CE      ,00000000.90,00000001.10,00000000.85,00000001.05,000000000416500,           101500,              029,              026,       28011200.00,          98700.00
OPTSTK    ,HINDALCO  ,31/05/2018,00000280.00,CE      ,00000000.75,00000000.75,00000000.65,00000000.70,000000001001000,           287000,              082,              059,       80558275.00,         198275.00
